Horse trot, 24 minutes, E
Walk, 40 minutes, W
Run, 4 hours 47 minutes, S
Elephant ride, 46 minutes, S
Elephant ride, 7 minutes, S
Horse gallop, 27 minutes, NW
Elephant ride, 3 minutes, NE
Horse gallop, 5 minutes, N
Horse trot, 10 hours 52 minutes, E
Horse gallop, 4 hours 27 minutes, SW
Elephant ride, 23 minutes, W
Run, 5 hours 41 minutes, E
Run, 9 hours 25 minutes, E
Run, 5 hours 50 minutes, NE
Walk, 11 minutes, N
Horse trot, 28 minutes, NW
Run, 32 minutes, SW
Horse trot, 7 hours 22 minutes, SW
Elephant ride, 54 minutes, SW
Run, 11 minutes, SW
Elephant ride, 10 hours 43 minutes, S
Walk, 3 minutes, SW
Horse gallop, 4 hours 26 minutes, NW
Horse trot, 3 hours 2 minutes, E
Horse trot, 38 minutes, S
Run, 9 hours 7 minutes, NW
Horse gallop, 7 hours 32 minutes, W
Elephant ride, 5 hours 25 minutes, NW
Elephant ride, 6 hours 48 minutes, E
Horse gallop, 12 minutes, N
Run, 28 minutes, E
Walk, 6 hours 55 minutes, NW
Elephant ride, 1 hour 6 minutes, W
Horse trot, 2 hours 47 minutes, NW
Horse gallop, 10 hours 5 minutes, NW
Elephant ride, 10 hours 56 minutes, S
Walk, 33 minutes, S
Run, 29 minutes, SW
Horse trot, 5 hours, SE
Horse gallop, 3 hours 15 minutes, W
Horse trot, 8 hours 38 minutes, SW
Elephant ride, 14 minutes, SW
Horse gallop, 10 hours 56 minutes, SE
Walk, 12 minutes, N
Horse trot, 15 minutes, SW
Walk, 35 minutes, NE
Elephant ride, 4 hours 56 minutes, NE
Elephant ride, 13 minutes, W
Horse trot, 52 minutes, E
Horse trot, 8 hours 4 minutes, NW
Horse gallop, 30 minutes, W
Horse gallop, 37 minutes, N
Run, 17 minutes, W
Horse trot, 8 hours 10 minutes, SE
Run, 57 minutes, SE
Horse trot, 2 hours 22 minutes, N
Horse trot, 4 hours 54 minutes, SW
Horse trot, 3 hours 6 minutes, SW
Walk, 3 hours 45 minutes, W
Elephant ride, 16 minutes, SE
Horse trot, 5 hours 9 minutes, NW
Horse gallop, 47 minutes, E
Walk, 4 hours 22 minutes, NW
Horse gallop, 10 hours 43 minutes, E
Horse gallop, 8 hours 14 minutes, SE
Walk, 45 minutes, SW
Horse trot, 5 hours 52 minutes, S
Run, 9 hours 38 minutes, SW
Horse gallop, 10 hours 6 minutes, W
Horse gallop, 8 minutes, S
Horse trot, 10 hours 36 minutes, S
Run, 1 minute, N
Horse trot, 50 minutes, SE
Elephant ride, 1 hour 52 minutes, NW
Horse gallop, 4 hours 7 minutes, SW
Elephant ride, 10 hours 55 minutes, S
Elephant ride, 1 hour, NE
Horse trot, 10 hours 39 minutes, S
Horse trot, 7 hours 36 minutes, NW
Horse trot, 8 hours, N
Horse trot, 14 minutes, SW
Run, 29 minutes, E
Horse trot, 39 minutes, NE
Horse gallop, 6 hours 35 minutes, SW
Horse gallop, 7 hours 14 minutes, W
Elephant ride, 9 hours, E
Walk, 9 minutes, SE
Horse gallop, 10 hours 43 minutes, W
Run, 54 minutes, NE
Horse gallop, 36 minutes, NW
Elephant ride, 20 minutes, W
Elephant ride, 5 hours 37 minutes, W
Horse trot, 6 hours 38 minutes, W
Horse trot, 57 minutes, S
Walk, 17 minutes, W
Walk, 10 hours 52 minutes, SW
Horse gallop, 10 hours 40 minutes, N
Elephant ride, 49 minutes, NW
Horse trot, 2 hours 41 minutes, N
Walk, 14 minutes, S
Elephant ride, 8 minutes, NE
Elephant ride, 9 hours, SE
Horse trot, 1 minute, SW
Horse trot, 48 minutes, SW
Elephant ride, 2 minutes, S
Run, 9 hours 38 minutes, SE
Horse trot, 9 hours 23 minutes, SE
Run, 2 hours 33 minutes, W
Horse trot, 7 hours 34 minutes, S
Elephant ride, 9 hours 41 minutes, S
Walk, 31 minutes, N
Elephant ride, 9 minutes, SE
Horse trot, 6 hours 46 minutes, SW
Walk, 5 minutes, NE
Horse trot, 6 hours 36 minutes, SE
Walk, 2 minutes, SW
Elephant ride, 2 hours 5 minutes, NW
Run, 1 hour 36 minutes, SE
Walk, 7 hours 21 minutes, NE
Run, 16 minutes, SE
Horse gallop, 6 hours 22 minutes, SE
Walk, 3 hours 36 minutes, S
Run, 3 hours 36 minutes, W
Walk, 9 hours 34 minutes, N
Horse trot, 30 minutes, E
Horse trot, 30 minutes, S
Horse trot, 3 hours 19 minutes, W
Run, 3 hours, N
Walk, 7 minutes, NE
Horse gallop, 4 hours 12 minutes, SW
Horse trot, 27 minutes, S
Horse trot, 48 minutes, W
Horse trot, 9 hours 55 minutes, SW
Horse trot, 3 hours 8 minutes, E
Walk, 2 hours 56 minutes, SE
Elephant ride, 19 minutes, NE
Elephant ride, 8 hours 51 minutes, N
Elephant ride, 2 hours 13 minutes, N
Horse gallop, 29 minutes, SW
Horse gallop, 3 hours 49 minutes, NE
Horse gallop, 35 minutes, NW
Walk, 4 hours 4 minutes, W
Elephant ride, 8 hours 43 minutes, SW
Horse trot, 2 hours 22 minutes, S
Run, 57 minutes, SE
Walk, 52 minutes, NW
Run, 10 hours 7 minutes, W
Elephant ride, 24 minutes, SE
Horse trot, 32 minutes, SE
Elephant ride, 4 hours 26 minutes, NE
Horse trot, 8 hours 26 minutes, E
Walk, 4 hours 57 minutes, N
Run, 1 hour 19 minutes, S
Horse trot, 7 hours 9 minutes, NE
Walk, 2 hours 16 minutes, SE
Run, 2 hours 12 minutes, NE
Walk, 5 minutes, NW
Horse trot, 53 minutes, SW
Horse gallop, 4 hours 3 minutes, N
Elephant ride, 1 hour 9 minutes, W
Walk, 1 hour 18 minutes, E
Run, 5 hours 7 minutes, SE
Run, 47 minutes, SE
Run, 19 minutes, SW
Horse trot, 38 minutes, SE
Horse trot, 18 minutes, NW
Run, 1 hour 4 minutes, W
Horse gallop, 8 hours 57 minutes, W
Elephant ride, 4 minutes, SE
Walk, 40 minutes, W
Run, 56 minutes, NW
Horse trot, 56 minutes, N
Walk, 6 minutes, W
Walk, 3 minutes, NW
Elephant ride, 10 hours 49 minutes, NE
Horse gallop, 46 minutes, NW
Horse trot, 7 hours 29 minutes, S
Horse trot, 17 minutes, SE
Elephant ride, 18 minutes, S
Walk, 8 hours 5 minutes, SE
Walk, 58 minutes, NE
Run, 4 hours 48 minutes, E
Run, 12 minutes, W
Walk, 1 hour 30 minutes, SW
Run, 1 hour 18 minutes, NE
Run, 53 minutes, SW
Elephant ride, 3 hours 12 minutes, NW
Run, 11 minutes, W
Run, 2 minutes, NW
Run, 2 hours 24 minutes, N
Walk, 10 hours 58 minutes, SE
Elephant ride, 8 hours 12 minutes, NW
Elephant ride, 5 hours 44 minutes, SE
Horse gallop, 1 hour 28 minutes, E
Run, 4 hours 14 minutes, NW
Walk, 25 minutes, N
Walk, 8 hours 42 minutes, SE
Walk, 34 minutes, E
Elephant ride, 9 hours 24 minutes, S
Elephant ride, 22 minutes, E
Horse trot, 3 minutes, SW
Horse trot, 6 hours 16 minutes, E
Walk, 9 hours 18 minutes, E
Horse trot, 4 hours 25 minutes, E
Elephant ride, 43 minutes, N
Elephant ride, 10 hours 25 minutes, NW
Horse gallop, 1 minute, SE
Walk, 8 hours 18 minutes, W
Horse trot, 8 hours 9 minutes, N
Horse gallop, 52 minutes, N
Elephant ride, 40 minutes, W
Horse trot, 5 hours 53 minutes, E
Walk, 17 minutes, E
Walk, 2 hours 54 minutes, SW
Run, 2 minutes, SE
Horse trot, 3 hours 55 minutes, N
Walk, 5 hours 49 minutes, SW
Walk, 42 minutes, W
Horse gallop, 3 hours 19 minutes, W
Walk, 42 minutes, SE
Horse trot, 51 minutes, E
Horse gallop, 1 minute, E
Horse trot, 4 hours 7 minutes, N
Walk, 48 minutes, SW
Walk, 4 hours 45 minutes, NW
Horse trot, 38 minutes, E
Horse trot, 8 hours 22 minutes, W
Horse trot, 10 hours 48 minutes, N
Walk, 9 hours 1 minute, N
Horse trot, 49 minutes, SW
Walk, 37 minutes, NW
Run, 16 minutes, W
Walk, 10 hours 55 minutes, NW
Horse trot, 44 minutes, SW
Run, 34 minutes, SE
Horse gallop, 4 hours 12 minutes, SE
Horse trot, 3 hours 31 minutes, SW
Elephant ride, 3 hours 20 minutes, E
Run, 44 minutes, NE
Horse trot, 40 minutes, S
Horse trot, 8 minutes, N
Run, 6 minutes, NW
Horse trot, 58 minutes, S
Walk, 5 minutes, S
Elephant ride, 11 minutes, S
Horse gallop, 31 minutes, NE
Horse gallop, 24 minutes, SW
Elephant ride, 9 minutes, SE
Walk, 22 minutes, E
Elephant ride, 5 hours 37 minutes, S
Run, 47 minutes, SW
Elephant ride, 8 hours 26 minutes, W
Horse gallop, 14 minutes, SW
Run, 8 hours 8 minutes, S
Walk, 8 minutes, SW
Elephant ride, 5 hours 24 minutes, N
Elephant ride, 8 hours 20 minutes, NW
Run, 57 minutes, E
Horse trot, 9 hours 2 minutes, N
Horse trot, 34 minutes, NE
Horse gallop, 21 minutes, E
Horse gallop, 53 minutes, SW
Walk, 5 hours 32 minutes, E
Elephant ride, 21 minutes, NW
Horse trot, 8 hours 21 minutes, S
Elephant ride, 7 hours 46 minutes, NW
Horse trot, 9 hours, W
Horse gallop, 6 hours 12 minutes, SE
Walk, 2 hours 10 minutes, N
Run, 48 minutes, W
Horse trot, 16 minutes, NE
Horse trot, 53 minutes, E
Walk, 4 minutes, W
Horse gallop, 6 minutes, SE
Walk, 5 hours 22 minutes, S
Horse gallop, 5 hours 42 minutes, W
Horse gallop, 12 minutes, NE
Elephant ride, 10 hours 57 minutes, NE
Elephant ride, 4 minutes, NW
Horse trot, 14 minutes, NE
Horse trot, 2 minutes, NE
Horse trot, 9 hours 10 minutes, NE
Walk, 14 minutes, SE
Run, 39 minutes, E
Horse gallop, 57 minutes, S
Walk, 39 minutes, S
Elephant ride, 43 minutes, NW
Walk, 3 hours 47 minutes, SE
Horse trot, 2 hours 17 minutes, W
Horse gallop, 5 hours 32 minutes, W
Horse trot, 14 minutes, NE
Horse trot, 47 minutes, N
Run, 10 hours 9 minutes, SW
Elephant ride, 1 hour 51 minutes, N
Horse gallop, 2 hours 25 minutes, SW
Run, 1 hour 12 minutes, NW
Run, 52 minutes, N
Elephant ride, 46 minutes, E
Elephant ride, 9 hours 20 minutes, NE
Horse trot, 4 hours 54 minutes, SW
Horse trot, 9 minutes, S
Horse gallop, 28 minutes, S
Horse gallop, 5 hours 52 minutes, N
Run, 37 minutes, N
Run, 9 hours 52 minutes, W
Horse gallop, 9 hours 48 minutes, SW
Run, 1 hour 4 minutes, SW
Horse trot, 2 hours 14 minutes, S
Elephant ride, 52 minutes, NW
Run, 1 hour, W
Run, 49 minutes, SW
Walk, 42 minutes, W
Elephant ride, 6 hours 36 minutes, E
Horse trot, 26 minutes, SW
Horse gallop, 1 hour 5 minutes, SW
Horse trot, 2 minutes, SW
Walk, 6 hours 33 minutes, N
Horse gallop, 42 minutes, W
Horse gallop, 6 hours 52 minutes, E
Walk, 1 minute, NE
Walk, 19 minutes, NE
Walk, 8 hours 6 minutes, E
Horse gallop, 8 hours 38 minutes, N
Run, 4 hours 55 minutes, NW
Horse trot, 10 hours 41 minutes, NW
Run, 5 hours 16 minutes, W
Horse trot, 9 hours 18 minutes, N
Horse trot, 19 minutes, NW
Walk, 4 hours 3 minutes, W
Run, 36 minutes, SW
Horse gallop, 2 minutes, N
Horse trot, 3 hours 52 minutes, NE
Walk, 36 minutes, NW
Elephant ride, 10 hours 29 minutes, S
Elephant ride, 7 hours 46 minutes, SW
Horse gallop, 4 minutes, SE
Run, 16 minutes, NW
Run, 3 hours 22 minutes, N
Horse trot, 5 hours 37 minutes, NW
Horse trot, 5 hours 42 minutes, N
Run, 1 hour 6 minutes, W
Run, 5 hours 17 minutes, N
Horse trot, 2 hours 41 minutes, SW
Horse trot, 43 minutes, SW
Run, 6 hours 29 minutes, E
Horse gallop, 7 hours 2 minutes, SW
Horse trot, 21 minutes, S
Elephant ride, 40 minutes, NE
Horse gallop, 5 hours 56 minutes, W
Run, 7 hours 7 minutes, N
Horse gallop, 6 hours 9 minutes, N
Horse trot, 31 minutes, SE
Elephant ride, 1 hour 37 minutes, SW
Elephant ride, 1 minute, W
Horse gallop, 44 minutes, SE
Walk, 11 minutes, SE
Walk, 2 minutes, NE
Horse trot, 8 hours 54 minutes, E
Horse gallop, 10 hours 46 minutes, SE
Horse gallop, 7 hours 18 minutes, E
Walk, 8 hours 21 minutes, NW
Horse gallop, 7 hours 10 minutes, S
Horse gallop, 51 minutes, E
Horse gallop, 39 minutes, N
Elephant ride, 5 minutes, N
Elephant ride, 4 hours 16 minutes, NE
Elephant ride, 31 minutes, NW
Horse trot, 12 minutes, S
Run, 34 minutes, W
Run, 3 minutes, E
Elephant ride, 38 minutes, NW
Elephant ride, 8 hours 26 minutes, E
Elephant ride, 36 minutes, N
Elephant ride, 19 minutes, S
Horse gallop, 39 minutes, SE
Elephant ride, 2 hours 50 minutes, E
Elephant ride, 46 minutes, N
Elephant ride, 36 minutes, SW
Run, 5 hours 48 minutes, S
Horse trot, 23 minutes, NW
Elephant ride, 9 hours 8 minutes, W
Horse gallop, 44 minutes, SE
Horse trot, 1 hour 37 minutes, S
Walk, 4 hours 35 minutes, SE
Horse trot, 53 minutes, E
Walk, 30 minutes, W
Horse trot, 56 minutes, W
Run, 31 minutes, SW
Horse gallop, 4 minutes, S
Horse gallop, 22 minutes, NW
Elephant ride, 7 hours 18 minutes, SW
Walk, 5 hours, SE
Horse gallop, 17 minutes, S
Elephant ride, 6 hours 30 minutes, N
Elephant ride, 57 minutes, SE
Horse gallop, 52 minutes, N
Elephant ride, 32 minutes, NW
Run, 6 hours 25 minutes, E
Horse gallop, 58 minutes, SE
Horse gallop, 10 hours 43 minutes, W
Walk, 6 hours 36 minutes, S
Run, 5 hours 35 minutes, NW
Horse trot, 40 minutes, NE
Run, 8 hours 8 minutes, S
Horse trot, 50 minutes, N
Horse gallop, 10 hours 28 minutes, S
Walk, 29 minutes, NE
Elephant ride, 10 hours 52 minutes, E
Horse trot, 10 hours 10 minutes, NE
Walk, 22 minutes, W
Horse gallop, 32 minutes, SW
Elephant ride, 41 minutes, W
Elephant ride, 3 hours, S
Horse gallop, 50 minutes, S
Walk, 4 minutes, E
Run, 2 hours 57 minutes, E
Elephant ride, 28 minutes, SE
Horse trot, 47 minutes, NW
Elephant ride, 1 minute, SW
Walk, 27 minutes, NE
Horse trot, 2 hours 26 minutes, SE
Elephant ride, 19 minutes, E
Walk, 1 hour 16 minutes, SE
Walk, 40 minutes, SE
Elephant ride, 1 hour 44 minutes, NW
Horse gallop, 27 minutes, SW
Run, 48 minutes, N
Horse gallop, 10 hours 5 minutes, NE
Run, 34 minutes, E
Walk, 3 hours 31 minutes, NW
Run, 48 minutes, NE
Walk, 4 hours 15 minutes, NW
Elephant ride, 8 minutes, SW
Horse trot, 25 minutes, SE
Elephant ride, 47 minutes, SE
Run, 53 minutes, E
Horse gallop, 1 hour 33 minutes, N
Horse trot, 9 hours 14 minutes, NE
Elephant ride, 5 hours 40 minutes, SE
Elephant ride, 17 minutes, N
Elephant ride, 6 hours 43 minutes, SW
Horse gallop, 46 minutes, NW
Walk, 5 hours 29 minutes, NW
Horse gallop, 1 hour 58 minutes, SE
Elephant ride, 29 minutes, NW
Horse gallop, 42 minutes, NW
Horse trot, 9 hours 49 minutes, NE
Walk, 9 minutes, SE
Horse gallop, 33 minutes, W
Horse gallop, 4 hours 51 minutes, SW
Horse trot, 9 hours 11 minutes, NW
Run, 2 hours 17 minutes, SW
Run, 5 hours 50 minutes, SE
Run, 11 minutes, E
Horse trot, 13 minutes, SW
Elephant ride, 3 hours 2 minutes, NE
Run, 9 minutes, SW
Horse gallop, 10 hours 9 minutes, S
Horse gallop, 30 minutes, E
Elephant ride, 4 hours 10 minutes, SE
Horse gallop, 10 hours 33 minutes, SW
Elephant ride, 6 hours 29 minutes, SW
Horse trot, 5 hours 15 minutes, N
Walk, 15 minutes, E
Run, 49 minutes, SW
Elephant ride, 17 minutes, SE
Horse trot, 10 hours 35 minutes, SE
Run, 3 hours 34 minutes, W
Horse trot, 29 minutes, NW
Run, 8 hours 54 minutes, N
Run, 32 minutes, NW
Horse gallop, 49 minutes, N
Horse gallop, 4 hours 15 minutes, SW
Horse trot, 10 minutes, E
Walk, 5 hours 31 minutes, W
Run, 34 minutes, S
Horse trot, 34 minutes, N
Horse trot, 7 hours 25 minutes, NE
Horse gallop, 39 minutes, SW
Horse gallop, 43 minutes, N
Horse trot, 6 hours 15 minutes, W
Walk, 34 minutes, E
Horse gallop, 27 minutes, NE
Horse trot, 33 minutes, SW
Horse gallop, 25 minutes, E
Horse trot, 2 hours 23 minutes, E
Run, 57 minutes, S
Horse gallop, 9 hours 3 minutes, S
Run, 10 hours 44 minutes, S
Walk, 9 hours 52 minutes, SE
Elephant ride, 34 minutes, NE
Elephant ride, 47 minutes, S
Elephant ride, 8 minutes, W
Horse trot, 1 hour 27 minutes, N
Elephant ride, 8 hours 31 minutes, NE
Horse trot, 3 hours 3 minutes, SE
Horse gallop, 5 hours 10 minutes, SE
Horse trot, 12 minutes, S
Horse trot, 17 minutes, SE
Run, 10 hours 40 minutes, S
Horse gallop, 55 minutes, SW
Walk, 10 hours 40 minutes, S
Horse trot, 35 minutes, N
Horse gallop, 10 hours 46 minutes, NE
Horse gallop, 12 minutes, E
Horse gallop, 25 minutes, N
Elephant ride, 45 minutes, W
Horse gallop, 37 minutes, N
Walk, 30 minutes, NE
Horse gallop, 14 minutes, S
Horse trot, 7 hours 6 minutes, NE
Horse trot, 10 minutes, SW
Run, 50 minutes, SW
Horse trot, 25 minutes, NE
Elephant ride, 1 minute, NE
Walk, 27 minutes, SE
Horse gallop, 48 minutes, NE
Horse gallop, 9 hours 3 minutes, N
Walk, 5 minutes, S
Walk, 4 hours 21 minutes, S
Walk, 4 hours 52 minutes, W
Elephant ride, 1 hour 25 minutes, N
Horse gallop, 5 hours 45 minutes, SW
Horse gallop, 1 hour 53 minutes, N
Horse trot, 40 minutes, E
Horse trot, 3 hours 49 minutes, NE
Run, 6 hours 34 minutes, NW
Elephant ride, 4 hours 3 minutes, SE
Horse trot, 35 minutes, E
Walk, 9 minutes, SW
Walk, 6 hours 53 minutes, SW
Run, 18 minutes, SW
Horse trot, 5 hours 36 minutes, SW
Horse gallop, 10 hours 48 minutes, SW
Run, 36 minutes, SW
Horse trot, 12 minutes, N
Horse trot, 1 hour 37 minutes, NW
Run, 53 minutes, SE
Walk, 36 minutes, S
Horse trot, 4 hours 48 minutes, E
Horse gallop, 4 hours 54 minutes, S
Walk, 41 minutes, E
Horse trot, 7 minutes, W
Walk, 8 minutes, NE
Horse trot, 10 hours 5 minutes, NW
Elephant ride, 13 minutes, S
Walk, 2 hours 47 minutes, SE
Run, 29 minutes, S
Walk, 9 minutes, SE
Walk, 43 minutes, E
Run, 49 minutes, NW
Horse trot, 7 hours 18 minutes, SE
Horse trot, 39 minutes, E
Run, 4 hours 12 minutes, S
Horse gallop, 33 minutes, W
Run, 3 hours, SW
Walk, 9 hours 22 minutes, S
Horse trot, 21 minutes, NE
Walk, 4 hours 18 minutes, NE
Horse gallop, 41 minutes, S
Elephant ride, 10 minutes, W
Horse trot, 1 hour 6 minutes, W
Horse trot, 5 hours 44 minutes, S
Horse trot, 6 hours 4 minutes, SE
Walk, 24 minutes, SW
Horse trot, 7 hours 17 minutes, SE
Horse trot, 5 hours 23 minutes, SE
Horse gallop, 10 minutes, S
Horse trot, 7 hours 26 minutes, S
Horse trot, 9 hours 18 minutes, SW
Elephant ride, 9 hours 32 minutes, SE
Horse trot, 22 minutes, NE
Walk, 9 hours 56 minutes, S
Elephant ride, 23 minutes, S
Walk, 9 minutes, N
Horse trot, 9 minutes, E
Walk, 58 minutes, W
Horse trot, 57 minutes, NW
Horse gallop, 15 minutes, NW
Horse gallop, 32 minutes, NE
Elephant ride, 56 minutes, W
Elephant ride, 9 hours 54 minutes, SE
Run, 43 minutes, NW
Walk, 10 hours 51 minutes, SW
Run, 43 minutes, W
Elephant ride, 6 minutes, SE
Run, 5 hours 30 minutes, SE
Run, 10 hours 9 minutes, SE
Horse trot, 50 minutes, SW
Horse gallop, 6 hours 4 minutes, W
Horse gallop, 21 minutes, NW
Walk, 40 minutes, W
Run, 35 minutes, W
Horse trot, 5 hours 35 minutes, E
Horse gallop, 2 hours 26 minutes, E
Horse trot, 7 hours 29 minutes, W
Run, 7 minutes, N
Horse gallop, 10 minutes, S
Horse gallop, 5 hours 14 minutes, NE
Walk, 17 minutes, N
Walk, 1 hour 7 minutes, NE
Walk, 51 minutes, SW
Horse gallop, 58 minutes, E
Elephant ride, 39 minutes, N
Run, 9 hours 5 minutes, SE
Elephant ride, 10 hours 35 minutes, SE
Elephant ride, 9 hours 31 minutes, SE
Walk, 50 minutes, E
Horse trot, 9 hours 41 minutes, NE
Elephant ride, 1 minute, N
Run, 6 hours 23 minutes, E
Horse trot, 2 minutes, SW
Horse gallop, 57 minutes, SE
Walk, 2 hours 52 minutes, NW
Run, 48 minutes, SE
Horse gallop, 1 hour 3 minutes, S
Elephant ride, 1 hour 37 minutes, NW
Run, 16 minutes, W
Walk, 16 minutes, SW
Walk, 4 hours 48 minutes, SW
Horse trot, 37 minutes, S
Horse trot, 3 hours 34 minutes, N
Horse gallop, 24 minutes, E
Horse gallop, 8 hours 47 minutes, NW
Horse trot, 2 hours 6 minutes, SE
Horse trot, 20 minutes, SW
Horse gallop, 35 minutes, NW
Walk, 25 minutes, E
Elephant ride, 3 hours 45 minutes, SW
Horse gallop, 27 minutes, N
Walk, 9 hours 6 minutes, NW
Walk, 1 minute, NE
Elephant ride, 20 minutes, NW
Horse trot, 58 minutes, W
Horse trot, 54 minutes, SW
Walk, 9 hours 49 minutes, SW
Horse gallop, 47 minutes, W
Walk, 4 hours 7 minutes, W
Walk, 28 minutes, S
Horse trot, 11 minutes, S
Horse trot, 4 hours 51 minutes, S
Walk, 10 hours 58 minutes, SW
Horse trot, 5 hours 43 minutes, NE
Walk, 58 minutes, NW
Elephant ride, 3 hours 45 minutes, E
Elephant ride, 18 minutes, NE
Walk, 10 hours 27 minutes, SE
Walk, 37 minutes, S
Elephant ride, 3 hours 56 minutes, SW
Walk, 15 minutes, NW
Run, 8 hours, NW
Run, 6 hours 53 minutes, S
Run, 10 hours 47 minutes, SW
Walk, 2 minutes, E
Horse trot, 44 minutes, W
Horse gallop, 9 hours 34 minutes, W
Horse trot, 7 hours 10 minutes, SW
Walk, 2 hours 32 minutes, E
Horse trot, 6 hours 58 minutes, NW
Walk, 7 hours 3 minutes, S
Horse gallop, 1 hour 35 minutes, W
Run, 27 minutes, NW
Horse trot, 9 hours 33 minutes, E
Horse trot, 10 hours 57 minutes, S
Horse trot, 2 hours 31 minutes, SW
Walk, 9 hours 59 minutes, S
Horse trot, 6 hours 25 minutes, S
Horse trot, 44 minutes, NW
Elephant ride, 30 minutes, S
Elephant ride, 9 hours, N
Walk, 4 hours 8 minutes, E
Walk, 7 hours 22 minutes, SW
Walk, 5 minutes, S
Horse trot, 9 hours 25 minutes, S
Horse gallop, 12 minutes, NW
Walk, 9 hours 10 minutes, SE
Horse gallop, 1 hour 10 minutes, NW
Run, 47 minutes, S
Run, 9 hours 59 minutes, E
Walk, 58 minutes, E
Elephant ride, 44 minutes, S
Walk, 5 hours 10 minutes, E
Horse trot, 5 hours 18 minutes, N
Run, 2 minutes, SW
Horse trot, 5 minutes, SE
Horse trot, 4 hours 6 minutes, SE
Run, 3 minutes, NE
Walk, 5 hours 1 minute, NE
Walk, 26 minutes, N
Run, 9 minutes, SW
Elephant ride, 2 hours 21 minutes, S
Horse trot, 10 hours 58 minutes, SW
Run, 23 minutes, NW
Elephant ride, 10 hours 38 minutes, NE
Horse gallop, 15 minutes, SW
Elephant ride, 7 hours 20 minutes, W
Walk, 17 minutes, W
Horse gallop, 19 minutes, SW
Run, 9 hours 17 minutes, N
Walk, 58 minutes, W
Walk, 7 hours 39 minutes, NE
Horse gallop, 13 minutes, W
Run, 8 hours 30 minutes, E
Horse trot, 2 hours 34 minutes, SE
Elephant ride, 7 hours 55 minutes, E
Run, 6 minutes, W
Horse trot, 48 minutes, SW
Elephant ride, 7 hours 12 minutes, SE
Walk, 29 minutes, N
Horse trot, 4 hours 12 minutes, SE
Run, 43 minutes, E
Horse trot, 3 hours 25 minutes, NW
Walk, 9 minutes, S
Run, 6 hours 5 minutes, S
Elephant ride, 53 minutes, NE
Horse trot, 1 minute, S
Horse trot, 4 hours 52 minutes, E
Run, 41 minutes, NW
Horse trot, 50 minutes, NE
Horse trot, 5 minutes, NW
Run, 4 hours 38 minutes, W
Horse gallop, 9 hours 59 minutes, SE
Walk, 26 minutes, SW
Run, 30 minutes, SE
Run, 28 minutes, NE
Horse trot, 11 minutes, S
Elephant ride, 5 minutes, SE
Run, 9 hours 40 minutes, NE
Elephant ride, 26 minutes, N
Horse trot, 3 hours 22 minutes, SW
Horse trot, 37 minutes, NW
Run, 4 hours 39 minutes, E
Elephant ride, 6 hours 39 minutes, SW
Elephant ride, 46 minutes, NW
Elephant ride, 28 minutes, N
Horse trot, 5 hours 3 minutes, N
Elephant ride, 7 hours 7 minutes, SE
Walk, 3 hours 53 minutes, NE
Horse trot, 41 minutes, NE
Elephant ride, 9 hours 58 minutes, S
Elephant ride, 3 hours 57 minutes, E
Elephant ride, 6 hours 31 minutes, N
Walk, 15 minutes, SW
Elephant ride, 5 hours 44 minutes, E
Walk, 7 hours 23 minutes, NW
Elephant ride, 7 minutes, SE
Horse gallop, 8 hours 12 minutes, SE
Horse gallop, 10 minutes, SE
Horse gallop, 58 minutes, NW
Horse trot, 31 minutes, N
Elephant ride, 6 hours 48 minutes, SE
Horse trot, 56 minutes, NW
Horse trot, 57 minutes, W
Horse gallop, 4 hours 26 minutes, SW
Run, 5 hours 21 minutes, NE
Horse trot, 53 minutes, W
Horse trot, 52 minutes, NE
Horse trot, 6 minutes, NE
Run, 4 hours 33 minutes, S
Elephant ride, 8 hours 11 minutes, SE
Elephant ride, 9 hours 17 minutes, W
Horse gallop, 6 hours 43 minutes, NE
Run, 8 hours 21 minutes, NW
Horse trot, 10 hours 13 minutes, E
Horse trot, 56 minutes, E
Horse trot, 1 minute, S
Horse gallop, 7 hours 28 minutes, E
Horse gallop, 9 minutes, SW
Horse trot, 1 hour 14 minutes, SW
Elephant ride, 4 minutes, N
Run, 31 minutes, SW
Horse trot, 37 minutes, NW
Walk, 14 minutes, NW
Walk, 7 hours 1 minute, SW
Horse trot, 44 minutes, SW
Run, 40 minutes, NE
Horse gallop, 16 minutes, W
Horse gallop, 9 hours 21 minutes, NE
Elephant ride, 2 minutes, SE
Horse gallop, 8 hours 44 minutes, S
Elephant ride, 47 minutes, N
Walk, 7 hours 54 minutes, S
Horse gallop, 10 hours 15 minutes, NW
Horse gallop, 5 hours 34 minutes, N
Horse gallop, 2 hours 33 minutes, NW
Horse gallop, 10 hours 31 minutes, SW
Walk, 54 minutes, NE
Horse gallop, 1 hour 39 minutes, SW
Walk, 3 hours 46 minutes, E
Run, 3 hours 56 minutes, E
Walk, 35 minutes, SW
Run, 5 hours 24 minutes, SE
Walk, 48 minutes, W
Run, 54 minutes, SE
Elephant ride, 2 hours 9 minutes, E
Horse trot, 2 hours 21 minutes, NE
Walk, 3 minutes, SW
Elephant ride, 1 hour 5 minutes, NE
Walk, 8 hours, E
Horse gallop, 8 hours 28 minutes, SE
Elephant ride, 11 minutes, N
Horse trot, 12 minutes, N
Horse gallop, 5 hours 1 minute, W
Walk, 8 hours 40 minutes, N
Horse trot, 32 minutes, E
Walk, 10 hours 32 minutes, SE
